,text,labels_0,labels_1,labels_2,labels_3,labels_4,labels_5,labels_6,labels_7,labels_8,labels_9,labels_10,labels_11,labels_12,labels_13,labels_14,labels_15
1567,Wir fragten nach wo sie bleiben und bekamen eine unfreundliche Antwort- wenn wir keine Zeit haben sollen wir gehen.,,,,,,,,,,,,,,,,
1568,Wir freuen uns auf ein Wiedersehen!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1569,Wir freuen uns auf ein Wiedersehen!,,,,,,,,,,,,,,,,
1570,"Wir haben Entrecotes/Filets, dazu superfeine Beilagen (zB Stampf, Schlotze oder Spinat) gegessen, im Nachgang noch die Spaghetti mit Tomatensauce (Eis-Dessert).","('FOOD', 'POSITIVE', 'Beilagen')","('FOOD', 'POSITIVE', 'Stampf')","('FOOD', 'POSITIVE', 'Schlotze')","('FOOD', 'POSITIVE', 'Spinat')",,,,,,,,,,,,
1571,"Wir haben Entrecotes/Filets, dazu superfeine Beilagen (zB Stampf, Schlotze oder Spinat) gegessen, im Nachgang noch die Spaghetti mit Tomatensauce (Eis-Dessert).",,,,,,,,,,,,,,,,
1572,Wir haben bei dem herrlichen Wetter draußen gesessen.,"('AMBIENCE', 'POSITIVE', 'Wetter')",,,,,,,,,,,,,,,
1573,Wir haben bei dem herrlichen Wetter draußen gesessen.,,,,,,,,,,,,,,,,
1574,Wir haben bisher immer sehr gut gegessen egal was wir von der Standardkarte oder der Tageskarte gegessen haben.,"('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1575,Wir haben bisher immer sehr gut gegessen egal was wir von der Standardkarte oder der Tageskarte gegessen haben.,,,,,,,,,,,,,,,,
1576,Wir haben da dann offensichtlich einen schlechten Tag erwischt.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1577,Wir haben da dann offensichtlich einen schlechten Tag erwischt.,,,,,,,,,,,,,,,,
1578,"Wir haben eine Stunde darauf gewartet, dass wir berücksichtigt wurden.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1579,"Wir haben eine Stunde darauf gewartet, dass wir berücksichtigt wurden.",,,,,,,,,,,,,,,,
1580,Wir haben einen tollen Abend verlebt mit nettem Personal und tollen Steaks.,"('SERVICE', 'POSITIVE', 'Personal')","('FOOD', 'POSITIVE', 'Steaks')",,,,,,,,,,,,,,
1581,Wir haben einen tollen Abend verlebt mit nettem Personal und tollen Steaks.,,,,,,,,,,,,,,,,
1582,Wir haben hier unseren Jahrestag verbracht und es war einfach ein wundervoller Abend.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1583,Wir haben hier unseren Jahrestag verbracht und es war einfach ein wundervoller Abend.,,,,,,,,,,,,,,,,
1584,Wir haben uns quer durchs Angebot geschlemmt und wurden nicht enttäuscht!,"('FOOD', 'POSITIVE', 'Angebot')",,,,,,,,,,,,,,,
1585,Wir haben uns quer durchs Angebot geschlemmt und wurden nicht enttäuscht!,,,,,,,,,,,,,,,,
1586,"Wir haben uns sehr wohl gefühlt , tolle Atmosphäre !","('AMBIENCE', 'POSITIVE', 'Atmosphäre')",,,,,,,,,,,,,,,
1587,"Wir haben uns sehr wohl gefühlt , tolle Atmosphäre !",,,,,,,,,,,,,,,,
1588,Wir haben uns sehr wohl gefühlt und werden wieder kommen!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1589,Wir haben uns sehr wohl gefühlt und werden wieder kommen!,,,,,,,,,,,,,,,,
1590,Wir haben uns von der ersten Minute an sehr wohl gefühlt.,"('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1591,Wir haben uns von der ersten Minute an sehr wohl gefühlt.,,,,,,,,,,,,,,,,
1592,"Wir haben über 90 Minuten gewartet, bis wir unser Essen bekommen haben.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1593,"Wir haben über 90 Minuten gewartet, bis wir unser Essen bekommen haben.",,,,,,,,,,,,,,,,
1594,Wir haben über eine Stunde auf unser Essen warten müssen.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1595,Wir haben über eine Stunde auf unser Essen warten müssen.,,,,,,,,,,,,,,,,
1596,"Wir hatten alle eine Schweinshaxe, die ruckzuck und noch vor den Getränken (!)","('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1597,"Wir hatten alle eine Schweinshaxe, die ruckzuck und noch vor den Getränken (!)",,,,,,,,,,,,,,,,
1598,"Wir hatten andere, bzw. bessere Erinnerungen von diesem Restaurant.","('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')",,,,,,,,,,,,,,,
1599,"Wir hatten andere, bzw. bessere Erinnerungen von diesem Restaurant.",,,,,,,,,,,,,,,,
1600,"Wir hatten ein Mittagessen mit dem Kollegium geplant, Essen war im Voraus bestellt, wie mit dem Geschäftsführer vereinbart und vor Ort wusste man von nichts.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1601,"Wir hatten ein Mittagessen mit dem Kollegium geplant, Essen war im Voraus bestellt, wie mit dem Geschäftsführer vereinbart und vor Ort wusste man von nichts.",,,,,,,,,,,,,,,,
1602,Wir hatten einen wunderbaren Abend in der oberen Etage des Restaurants.,"('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1603,Wir hatten einen wunderbaren Abend in der oberen Etage des Restaurants.,,,,,,,,,,,,,,,,
1604,"Wir hatten für 15 Personen einen Tisch reserviert und mussten trotzdem 20 min warten, obwohl wir pünktlich da waren.","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1605,"Wir hatten für 15 Personen einen Tisch reserviert und mussten trotzdem 20 min warten, obwohl wir pünktlich da waren.",,,,,,,,,,,,,,,,
1606,"Wir hatten zunächst eine Gans zu Weihnachten, die war spektakulär und braucht keinen Vergleich zu scheuen.","('FOOD', 'POSITIVE', 'Gans')",,,,,,,,,,,,,,,
1607,"Wir hatten zunächst eine Gans zu Weihnachten, die war spektakulär und braucht keinen Vergleich zu scheuen.",,,,,,,,,,,,,,,,
1608,Wir hatten zwei wunderschöne Abende und alles hat gepasst.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1609,Wir hatten zwei wunderschöne Abende und alles hat gepasst.,,,,,,,,,,,,,,,,
1610,Wir kommen erst Mal laaange Zeit nicht mehr.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1611,Wir kommen erst Mal laaange Zeit nicht mehr.,,,,,,,,,,,,,,,,
1612,Wir kommen gern wieder.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1613,Wir kommen gern wieder.,,,,,,,,,,,,,,,,
1614,Wir kommen gerne wieder,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1615,Wir kommen gerne wieder,,,,,,,,,,,,,,,,
1616,Wir kommen jederzeit gern wieder.,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1617,Wir kommen jederzeit gern wieder.,,,,,,,,,,,,,,,,
1618,Wir kommen nicht wieder.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1619,Wir kommen nicht wieder.,,,,,,,,,,,,,,,,
1620,Wir konnten uns von der vorzüglichen Qualität der regionalen und selbst gemachten Produkte überzeugen.,"('FOOD', 'POSITIVE', 'Produkte')",,,,,,,,,,,,,,,
1621,Wir konnten uns von der vorzüglichen Qualität der regionalen und selbst gemachten Produkte überzeugen.,,,,,,,,,,,,,,,,
1622,Wir können das Restaurant auf jeden Fall empfehlen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
1623,Wir können das Restaurant auf jeden Fall empfehlen.,,,,,,,,,,,,,,,,
1624,Wir mussten fast 2 Stunden auf den Hauptgang warten!,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1625,Wir mussten fast 2 Stunden auf den Hauptgang warten!,,,,,,,,,,,,,,,,
1626,Wir nahmen Platz und nichts geschah.,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1627,Wir nahmen Platz und nichts geschah.,,,,,,,,,,,,,,,,
1628,Wir sind immer wieder gerne zu Gast in der RESTAURANT_NAME :),"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')",,,,,,,,,,,,,,,
1629,Wir sind immer wieder gerne zu Gast in der RESTAURANT_NAME :),,,,,,,,,,,,,,,,
1630,"Wir sind maximal enttäuscht und werden uns überlegen, ob wir wirklich nochmal hingehen.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1631,"Wir sind maximal enttäuscht und werden uns überlegen, ob wir wirklich nochmal hingehen.",,,,,,,,,,,,,,,,
1632,"Wir verbrachten einen gemütlichen Abend im ""RESTAURANT_NAME"".","('AMBIENCE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1633,"Wir verbrachten einen gemütlichen Abend im ""RESTAURANT_NAME"".",,,,,,,,,,,,,,,,
1634,Wir waren begeistert und können das Lokal absolut weiterempfehlen,"('GENERAL-IMPRESSION', 'POSITIVE', 'Lokal')",,,,,,,,,,,,,,,
1635,Wir waren begeistert und können das Lokal absolut weiterempfehlen,,,,,,,,,,,,,,,,
1636,Wir waren enttäuscht über die so hochgelobte RESTAURANT_NAME.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'RESTAURANT_NAME')",,,,,,,,,,,,,,,
1637,Wir waren enttäuscht über die so hochgelobte RESTAURANT_NAME.,,,,,,,,,,,,,,,,
1638,"Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1639,"Wir waren heute zum zweiten Mal da, das erste Mal war wirklich traumhaft.",,,,,,,,,,,,,,,,
1640,Wir waren hier essen und mit der Qualität des Essens wirklich super zufrieden.,"('FOOD', 'POSITIVE', 'Essens')",,,,,,,,,,,,,,,
1641,Wir waren hier essen und mit der Qualität des Essens wirklich super zufrieden.,,,,,,,,,,,,,,,,
1642,Wir waren hier zum Mittagessen und wurden eher enttäuscht.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1643,Wir waren hier zum Mittagessen und wurden eher enttäuscht.,,,,,,,,,,,,,,,,
1644,Wir waren jetzt schon zum 4 Mal hier im Augustiner und es ist für uns immer eine Anlaufstelle in LOC.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Augustiner')",,,,,,,,,,,,,,,
1645,Wir waren jetzt schon zum 4 Mal hier im Augustiner und es ist für uns immer eine Anlaufstelle in LOC.,,,,,,,,,,,,,,,,
1646,Wir waren mit unserer Tochter dort und wurden leider schwer enttäuscht.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1647,Wir waren mit unserer Tochter dort und wurden leider schwer enttäuscht.,,,,,,,,,,,,,,,,
1648,"Wir waren sehr enttäuscht, konnten aber über Open Table einen Tisch in einem anderen Stuttgarter Restaurant (Weinsteige) bekommen, wo problemlos auf alle Allergien eingegangen wurde (Trotz festem Menu!)","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1649,"Wir waren sehr enttäuscht, konnten aber über Open Table einen Tisch in einem anderen Stuttgarter Restaurant (Weinsteige) bekommen, wo problemlos auf alle Allergien eingegangen wurde (Trotz festem Menu!)",,,,,,,,,,,,,,,,
1650,"Wir waren sehr unzufrieden, werden auch nicht mehr zu Gast sein.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1651,"Wir waren sehr unzufrieden, werden auch nicht mehr zu Gast sein.",,,,,,,,,,,,,,,,
1652,"Wir waren uns einig: Sooo schlecht wir hier, war das Paket noch nie !","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1653,"Wir waren uns einig: Sooo schlecht wir hier, war das Paket noch nie !",,,,,,,,,,,,,,,,
1654,Wir waren vom Ambiente und der warmen Herzlichkeit sehr angetan und haben uns sofort sehr wohl und sehr gut gefühlt.,"('AMBIENCE', 'POSITIVE', 'Ambiente')","('SERVICE', 'POSITIVE', 'Herzlichkeit')",,,,,,,,,,,,,,
1655,Wir waren vom Ambiente und der warmen Herzlichkeit sehr angetan und haben uns sofort sehr wohl und sehr gut gefühlt.,,,,,,,,,,,,,,,,
1656,"Wir waren zufrieden, für den starken Geschäftsgang, kann das Restaurant ja nichts.","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1657,"Wir waren zufrieden, für den starken Geschäftsgang, kann das Restaurant ja nichts.",,,,,,,,,,,,,,,,
1658,Wir werden das Restaurant sicherlich noch einige Male besuchen.,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
1659,Wir werden das Restaurant sicherlich noch einige Male besuchen.,,,,,,,,,,,,,,,,
1660,Wir werden nach unserem eigenen Erlebnis nicht mehr dort hingehen.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1661,Wir werden nach unserem eigenen Erlebnis nicht mehr dort hingehen.,,,,,,,,,,,,,,,,
1662,Wir werden nie wieder eine Filiale dieser Gastronomie Kette mit solch asozialem Personal besuchen!,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Gastronomie Kette')","('SERVICE', 'NEGATIVE', 'Personal')",,,,,,,,,,,,,,
1663,Wir werden nie wieder eine Filiale dieser Gastronomie Kette mit solch asozialem Personal besuchen!,,,,,,,,,,,,,,,,
1664,Wir werden zurückkommen!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1665,Wir werden zurückkommen!,,,,,,,,,,,,,,,,
1666,"Wir wiesen den Chef de Service darauf hin, dass der Platz ungenügend war.","('AMBIENCE', 'NEGATIVE', 'Platz')",,,,,,,,,,,,,,,
1667,"Wir wiesen den Chef de Service darauf hin, dass der Platz ungenügend war.",,,,,,,,,,,,,,,,
1668,"Wir wollten uns zum Hochzeitstag mal was besonderes gönnen , doch sind wir beide sehr entäuscht worden , das Schnitzel war nicht nur schlabberig sondern auch ungewürzt , die Jägersoße war auch nicht besser , ein kleiner Salat sollte eigentlich zu jedem Gericht gehören , einzig die Bedienung war freundlich .","('FOOD', 'NEGATIVE', 'Schnitzel')","('FOOD', 'NEGATIVE', 'Jägersoße')","('SERVICE', 'POSITIVE', 'Bedienung')",,,,,,,,,,,,,
1669,"Wir wollten uns zum Hochzeitstag mal was besonderes gönnen , doch sind wir beide sehr entäuscht worden , das Schnitzel war nicht nur schlabberig sondern auch ungewürzt , die Jägersoße war auch nicht besser , ein kleiner Salat sollte eigentlich zu jedem Gericht gehören , einzig die Bedienung war freundlich .",,,,,,,,,,,,,,,,
1670,Wir wurden auch sehr nett begrüßt und an unseren Platz gebracht.,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1671,Wir wurden auch sehr nett begrüßt und an unseren Platz gebracht.,,,,,,,,,,,,,,,,
1672,Wir wurden bedient von dem netten Fräulein Susanna.,"('SERVICE', 'POSITIVE', 'Susanna')",,,,,,,,,,,,,,,
1673,Wir wurden bedient von dem netten Fräulein Susanna.,,,,,,,,,,,,,,,,
1674,"Wir wurden gut bedient, obwohl der Laden sehr voll war und die Kellner kaum zum Verschnaufen kamen.","('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1675,"Wir wurden gut bedient, obwohl der Laden sehr voll war und die Kellner kaum zum Verschnaufen kamen.",,,,,,,,,,,,,,,,
1676,"Wir wurden mit den anderen Gästen rausgekehrt und aufgrund der internen, lautstarken Streitigkeiten des Personals bemerkte man unsere Verabschiedung nicht einmal.","('SERVICE', 'NEGATIVE', 'Personals')",,,,,,,,,,,,,,,
1677,"Wir wurden mit den anderen Gästen rausgekehrt und aufgrund der internen, lautstarken Streitigkeiten des Personals bemerkte man unsere Verabschiedung nicht einmal.",,,,,,,,,,,,,,,,
1678,"Wir wurden sehr, sehr freundlich von LUCA bedient.","('SERVICE', 'POSITIVE', 'LUCA')",,,,,,,,,,,,,,,
1679,"Wir wurden sehr, sehr freundlich von LUCA bedient.",,,,,,,,,,,,,,,,
1680,"Wir wurden von einem sehr arroganten ""Platzanweiser"" am Eingang empfangen.","('SERVICE', 'NEGATIVE', 'Platzanweiser')",,,,,,,,,,,,,,,
1681,"Wir wurden von einem sehr arroganten ""Platzanweiser"" am Eingang empfangen.",,,,,,,,,,,,,,,,
1682,Wirklich nicht gut.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1683,Wirklich nicht gut.,,,,,,,,,,,,,,,,
1684,Wundervolles Essen.,"('FOOD', 'POSITIVE', 'Essen')",,,,,,,,,,,,,,,
1685,Wundervolles Essen.,,,,,,,,,,,,,,,,
1686,Wurden direkt freundlich empfangen.,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1687,Wurden direkt freundlich empfangen.,,,,,,,,,,,,,,,,
1688,"Wuselig, lecker und voll.","('AMBIENCE', 'NEGATIVE', 'NULL')","('FOOD', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,
1689,"Wuselig, lecker und voll.",,,,,,,,,,,,,,,,
1690,"Während die Salsiccia noch in Ordnung war, war die Pizza Gamberetti komplett trocken.","('FOOD', 'NEUTRAL', 'Salsiccia')","('FOOD', 'NEGATIVE', 'Pizza Gamberetti')",,,,,,,,,,,,,,
1691,"Während die Salsiccia noch in Ordnung war, war die Pizza Gamberetti komplett trocken.",,,,,,,,,,,,,,,,
1692,Würde gerne mehr als fünf Sterne geben!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1693,Würde gerne mehr als fünf Sterne geben!,,,,,,,,,,,,,,,,
1694,"Zu abgehoben, man fühlt sich vorgeführt.","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1695,"Zu abgehoben, man fühlt sich vorgeführt.",,,,,,,,,,,,,,,,
1696,Zu guter letzt wollte man uns für den Wein mehr berechnen als auf der Karte steht 🙁,"('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1697,Zu guter letzt wollte man uns für den Wein mehr berechnen als auf der Karte steht 🙁,,,,,,,,,,,,,,,,
1698,"Zudem war alles sehr überteuert, da hätten wir wenigstens etwas mehr Entgegenkommen erwartet.","('PRICE', 'NEGATIVE', 'NULL')","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1699,"Zudem war alles sehr überteuert, da hätten wir wenigstens etwas mehr Entgegenkommen erwartet.",,,,,,,,,,,,,,,,
1700,Zum Korrigieren war der Kellner nicht bereit!,"('SERVICE', 'NEGATIVE', 'Kellner')",,,,,,,,,,,,,,,
1701,Zum Korrigieren war der Kellner nicht bereit!,,,,,,,,,,,,,,,,
1702,Zum Schluss hat eine nette Kellnerin aus einem anderen Saal unsere Bestellung aufgenommen.,"('SERVICE', 'POSITIVE', 'Kellnerin')",,,,,,,,,,,,,,,
1703,Zum Schluss hat eine nette Kellnerin aus einem anderen Saal unsere Bestellung aufgenommen.,,,,,,,,,,,,,,,,
1704,"Zum Servicepersonal, der Küche und dem „Chef im Ring“ bleibt zu sagen: umsichtig, freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude!","('SERVICE', 'POSITIVE', 'Servicepersonal')","('SERVICE', 'POSITIVE', 'Chef im Ring')",,,,,,,,,,,,,,
1705,"Zum Servicepersonal, der Küche und dem „Chef im Ring“ bleibt zu sagen: umsichtig, freundlich und gut eingestimmt machten uns die Stunden im Biergarten recht viel Freude!",,,,,,,,,,,,,,,,
1706,aber leider die Qualität der Gerichte ist echt nichts besonders.,"('FOOD', 'NEGATIVE', 'Gerichte')",,,,,,,,,,,,,,,
1707,aber leider die Qualität der Gerichte ist echt nichts besonders.,,,,,,,,,,,,,,,,
1708,alles in einem einfach für jeden und immer wieder gern zu empfehlen!!!!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1709,alles in einem einfach für jeden und immer wieder gern zu empfehlen!!!!,,,,,,,,,,,,,,,,
1710,"am 25.12.2022 haben wir ohne Reservierung einen schönen Tisch bekommen und wurden von Danielo, einem erfahrenem und engagiertem Ober kompetent beraten und bedient.","('SERVICE', 'POSITIVE', 'Danielo')",,,,,,,,,,,,,,,
1711,"am 25.12.2022 haben wir ohne Reservierung einen schönen Tisch bekommen und wurden von Danielo, einem erfahrenem und engagiertem Ober kompetent beraten und bedient.",,,,,,,,,,,,,,,,
1712,"das spätere essen (Pizza) war wirklich gut, aber so viel Zeit während der Woche haben wir nicht und werden deshalb auch nicht wieder kommen.","('FOOD', 'POSITIVE', 'essen (Pizza')",,,,,,,,,,,,,,,
1713,"das spätere essen (Pizza) war wirklich gut, aber so viel Zeit während der Woche haben wir nicht und werden deshalb auch nicht wieder kommen.",,,,,,,,,,,,,,,,
1714,hat uns die Geschäftsführerin ohne Begrüßung oder freundlicher Ansprache an einen freien Tisch geführt...,"('SERVICE', 'NEGATIVE', 'Geschäftsführerin')",,,,,,,,,,,,,,,
1715,hat uns die Geschäftsführerin ohne Begrüßung oder freundlicher Ansprache an einen freien Tisch geführt...,,,,,,,,,,,,,,,,
1716,lang sehr wohl gefühlt!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1717,lang sehr wohl gefühlt!,,,,,,,,,,,,,,,,
1718,super freundlich und sehr engagiert und auf zack!,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1719,super freundlich und sehr engagiert und auf zack!,,,,,,,,,,,,,,,,
1720,und auch Getränke waren immer da.,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1721,und auch Getränke waren immer da.,,,,,,,,,,,,,,,,
1722,und wir einen wunderbaren Abend mit extrem leckerem und einfallsreichen Essen verbrachten!,"('FOOD', 'POSITIVE', 'Essen')","('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,
1723,und wir einen wunderbaren Abend mit extrem leckerem und einfallsreichen Essen verbrachten!,,,,,,,,,,,,,,,,
1724,unumgängliches Restaurant!,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')",,,,,,,,,,,,,,,
1725,unumgängliches Restaurant!,,,,,,,,,,,,,,,,
1726,wahren alle super zuvorkommend und lieb.,"('SERVICE', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1727,wahren alle super zuvorkommend und lieb.,,,,,,,,,,,,,,,,
1728,wir kommen wieder!,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')",,,,,,,,,,,,,,,
1729,wir kommen wieder!,,,,,,,,,,,,,,,,
1730,Übel in der Optik und dem faden Geschmack.,"('FOOD', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1731,Übel in der Optik und dem faden Geschmack.,,,,,,,,,,,,,,,,
1732,Über die Cocktailpreise reden wir lieber nicht.,"('PRICE', 'NEGATIVE', 'Cocktailpreise')",,,,,,,,,,,,,,,
1733,Über die Cocktailpreise reden wir lieber nicht.,,,,,,,,,,,,,,,,
1734,"Über die wartenden Kunden an den Tischen, die eher stoisch anmutenden Menschen hinter den Theken und die nicht freundlichen Bedienungen und Geschäftsführerin lässt sich kein gutes Urteil bilden.","('SERVICE', 'NEGATIVE', 'Menschen hinter den Theken')","('SERVICE', 'NEGATIVE', 'Bedienungen')","('SERVICE', 'NEGATIVE', 'Geschäftsführerin')",,,,,,,,,,,,,
1735,"Über die wartenden Kunden an den Tischen, die eher stoisch anmutenden Menschen hinter den Theken und die nicht freundlichen Bedienungen und Geschäftsführerin lässt sich kein gutes Urteil bilden.",,,,,,,,,,,,,,,,
1736,"Über eine Stunde aufs Essen warten, und dann ist bei allen Gerichten mit Salat/Gemüse einiges an Sand im Essen.","('FOOD', 'NEGATIVE', 'Gerichten mit Salat/Gemüse')","('SERVICE', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,
1737,"Über eine Stunde aufs Essen warten, und dann ist bei allen Gerichten mit Salat/Gemüse einiges an Sand im Essen.",,,,,,,,,,,,,,,,
1738,"Überfordertes Personal, mittelmäßiges Essen, man zahlt dafür, dass man im Zentrum von LOC ist.","('SERVICE', 'NEGATIVE', 'Personal')","('FOOD', 'NEUTRAL', 'Essen')",,,,,,,,,,,,,,
1739,"Überfordertes Personal, mittelmäßiges Essen, man zahlt dafür, dass man im Zentrum von LOC ist.",,,,,,,,,,,,,,,,
1740,☹️ Wir wurden sehr enttäuscht.,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')",,,,,,,,,,,,,,,
1741,☹️ Wir wurden sehr enttäuscht.,,,,,,,,,,,,,,,,
